,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
206,1181689016315164491,https://www.airbnb.com/rooms/1181689016315164491,20240911015516,2024-09-11,city scrape,¡Bonita habitación en Madrid!,"Enjoy the simplicity of this quiet and central accommodation, just 3 km from Madrid's biggest tourist attractions, museums , palace,  etc !!",,https://a0.muscache.com/pictures/hosting/Hosting-1181689016315164491/original/4abfdf92-67fb-41b5-a251-f29180ae72c4.jpeg,560170586,https://www.airbnb.com/users/show/560170586,Heily,2024-02-03,,Mi nombre es Heily y me encantaría hospedarte en mi hogar ! Soy una persona muy alegre y positiva :),within a day,52%,56%,f,https://a0.muscache.com/im/pictures/user/User/original/81b9d349-950a-467d-88df-f8726f092018.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/81b9d349-950a-467d-88df-f8726f092018.jpeg?aki_policy=profile_x_medium,,5.0,5.0,['phone'],t,t,,Opañel,Carabanchel,40.389667894937695,-3.7184913866401006,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,2.0,"[""Wifi"", ""TV"", ""Lock on bedroom door"", ""Washer"", ""Outdoor dining area"", ""Kitchen"", ""Dedicated workspace""]",$41.00,1,365,1,1,365,365,1.0,365.0,,t,26,56,86,266,2024-09-11,1,1,0,2024-06-24,2024-06-24,5.0,5.0,5.0,5.0,4.0,4.0,5.0,,f,5,2,3,0,0.37
209,1122531747496902865,https://www.airbnb.com/rooms/1122531747496902865,20240911015516,2024-09-11,city scrape,Acogedor y fiable,Enjoy the simplicity of this quiet and central home.,,https://a0.muscache.com/pictures/hosting/Hosting-1122531747496902865/original/b460cff3-4cf3-4635-9274-980dfbb66ceb.jpeg,569429257,https://www.airbnb.com/users/show/569429257,David,2024-03-28,,,within a day,75%,67%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1.0,1.0,['phone'],f,t,,Abrantes,Carabanchel,40.376597586329346,-3.7309371707802,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,2.0,"[""Washer"", ""Kitchen""]",$25.00,1,365,1,1,365,365,1.0,365.0,,t,29,59,89,269,2024-09-11,1,1,0,2024-05-16,2024-05-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,f,1,0,0,1,0.25
218,41007467,https://www.airbnb.com/rooms/41007467,20240911015516,2024-09-11,city scrape,Room of excellence with private bathroom.,"Comfortable room with private bathroom in a Residential Area. Excellent Location to visit Madrid. Single, Double or Separate Bed. Very good combination of Public Transportation and 100 meters away. Metro, line 9. Next to Parque del Retiro, <br />10' from Museums, 5' from the Salamanca neighborhood.<br />People who do not smoke, are respectful and love animals, my 2 pets live in the house.<br />There is no washing machine service, if you wish, cost per washing machine: €8. There is no kitchen to cook.","Residential area of ​​large groves and green spaces. Easy access and very well connected, close to everything ... Special for tourists!<br />Only 3 streets from the Retiro Park in Madrid, and close to the main tourist places, Barrio de Salamanca (The Golden Mile) and Museums of Madrid.",https://a0.muscache.com/pictures/81b0a618-c34c-439a-b3a3-ea4064f7cb8f.jpg,12581938,https://www.airbnb.com/users/show/12581938,Silvia,2014-02-25,"Madrid, Spain","Hola, soy Silvia, Decoradora y Asesora de Imagen. 
Habitaciones muy confortables, dispone c/u de su baño privado. Las habitaciones tienen llave y ropa blanca. Propiedad en Zona residencial al lado del RETIRO, a  5’ del Barrio La MILLA de ORO.
A 10’ del Centro y Museos, Excelente comunicación de Metros y Autobuses para conocer MADRID. 
DESEO RECIBIR PERSONAS AMANTES DE LOS ANIMALES, YA QUE VIVEN CONMIGO LOS DE LA FOTO :)  Los espero !!",within a day,100%,98%,t,https://a0.muscache.com/im/pictures/user/465dabb0-a2ea-41bd-9c6d-9bd86af66d62.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/465dabb0-a2ea-41bd-9c6d-9bd86af66d62.jpg?aki_policy=profile_x_medium,Estrella,5.0,7.0,"['email', 'phone', 'work_email']",t,t,"Madrid, Comunidad de Madrid, Spain",Estrella,Retiro,40.41111,-3.66305,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,4.0,"[""Air conditioning"", ""Heating"", ""Hair dryer"", ""Wifi"", ""Free street parking"", ""Hangers"", ""Lock on bedroom door"", ""First aid kit"", ""Essentials"", ""Host greets you"", ""Hot water"", ""Bed linens"", ""Clothing storage: closet""]",$48.00,2,7,2,2,7,7,2.0,7.0,,t,0,7,37,59,2024-09-11,32,27,0,2020-01-01,2024-07-09,4.66,4.59,4.94,4.72,4.75,4.75,4.56,,f,2,0,2,0,0.56
225,969635294914728480,https://www.airbnb.com/rooms/969635294914728480,20240911015516,2024-09-11,city scrape,Cómoda habitación en Madrid,This home is strategically located-it will be easy to plan your visit!,,https://a0.muscache.com/pictures/10399b98-07ef-4e90-82bf-4f36b6cce734.jpg,66952923,https://www.airbnb.com/users/show/66952923,Oriana,2016-04-12,"Madrid, Spain",,within a day,82%,85%,f,https://a0.muscache.com/im/pictures/user/e885f26b-f2e6-4e07-9cbd-6cb6434cdc7e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e885f26b-f2e6-4e07-9cbd-6cb6434cdc7e.jpg?aki_policy=profile_x_medium,,4.0,4.0,"['email', 'phone']",t,t,,Palacio,Centro,40.421721608940864,-3.7115709862019695,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Heating"", ""Hair dryer"", ""Extra pillows and blankets"", ""TV"", ""Patio or balcony"", ""Cleaning products"", ""Clothing storage"", ""Wifi"", ""Hangers"", ""Host greets you"", ""Room-darkening shades"", ""Air conditioning"", ""Lock on bedroom door"", ""Essentials"", ""Hot water"", ""Bed linens"", ""Paid parking on premises"", ""Iron"", ""High chair""]",$68.00,2,20,1,2,20,20,2.0,20.0,,t,20,44,74,164,2024-09-11,23,22,0,2023-09-04,2024-07-19,4.39,4.39,4.35,4.57,4.3,4.7,4.26,,f,4,1,3,0,1.84
248,939773508302158417,https://www.airbnb.com/rooms/939773508302158417,20240911015516,2024-09-11,city scrape,Barceló IV,"This apartment located in a stunning residential Homeclub has a special charm. All the furniture has been custom designed to maximize the use of space and make all the elements flow in a balanced way. Giving the spaces a renewed classic essence, the style of this house will make you feel at home from the first moment. Undoubtedly this is the ideal home for those looking to live in a unique apartment in the heart of the city of Madrid.",,https://a0.muscache.com/pictures/prohost-api/Hosting-939773508302158417/original/d929a87d-2abe-4273-a417-81d26a4c6796.jpeg,438136382,https://www.airbnb.com/users/show/438136382,Home Club,2021-12-30,"Madrid, Spain","At Home Club, all of our properties have been hand selected to ensure they meet our high standards for stylish interior design, state-of-the-art appliances, and premium amenities. Our team has thought of all the details when it comes to our homes, when you move in you’ll find everything from kitchenware to toiletries. Every reservation with us also includes 24/7 customer service so you can rest easy knowing our team is always available to help you. From the moment you call our reservations team, you will receive personalized care, including being either personally greeted by a Home Club team member or given comprehensive self-check-in instructions. Contact us today to reserve your move-in-ready home in the best neighborhoods of Spain. ",within a day,54%,46%,f,https://a0.muscache.com/im/pictures/user/70a3fe38-1c61-4d7a-9842-06853769231a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/70a3fe38-1c61-4d7a-9842-06853769231a.jpg?aki_policy=profile_x_medium,,272.0,339.0,"['email', 'phone']",t,t,,Universidad,Centro,40.4254509393434,-3.701392182735636,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Air conditioning"", ""Heating"", ""Dishwasher"", ""Washer"", ""TV with standard cable"", ""Elevator"", ""Bed linens""]",$159.00,30,365,30,30,365,365,30.0,365.0,,t,29,59,89,364,2024-09-11,1,1,0,2023-10-17,2023-10-17,2.0,4.0,1.0,2.0,1.0,3.0,2.0,,f,193,193,0,0,0.09
250,945484192885735039,https://www.airbnb.com/rooms/945484192885735039,20240911015516,2024-09-11,city scrape,San Nicolas VIII,,,https://a0.muscache.com/pictures/prohost-api/Hosting-945484192885735039/original/aa649649-7ae0-45d7-b32b-dcecc411d58a.jpeg,438136382,https://www.airbnb.com/users/show/438136382,Home Club,2021-12-30,"Madrid, Spain","At Home Club, all of our properties have been hand selected to ensure they meet our high standards for stylish interior design, state-of-the-art appliances, and premium amenities. Our team has thought of all the details when it comes to our homes, when you move in you’ll find everything from kitchenware to toiletries. Every reservation with us also includes 24/7 customer service so you can rest easy knowing our team is always available to help you. From the moment you call our reservations team, you will receive personalized care, including being either personally greeted by a Home Club team member or given comprehensive self-check-in instructions. Contact us today to reserve your move-in-ready home in the best neighborhoods of Spain. ",within a day,54%,46%,f,https://a0.muscache.com/im/pictures/user/70a3fe38-1c61-4d7a-9842-06853769231a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/70a3fe38-1c61-4d7a-9842-06853769231a.jpg?aki_policy=profile_x_medium,,272.0,339.0,"['email', 'phone']",t,t,,Palacio,Centro,40.41482526583561,-3.7109827140717258,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,3.0,"[""Air conditioning"", ""Heating"", ""Wifi"", ""TV"", ""Washer"", ""Bed linens""]",$136.00,1,365,30,30,365,365,30.0,365.0,,t,0,0,0,216,2024-09-11,0,0,0,,,,,,,,,,,f,193,193,0,0,
251,49908446,https://www.airbnb.com/rooms/49908446,20240911015516,2024-09-11,city scrape,"Habitación muy céntrica metro tirso Molina,  sol.",This room is for one person maximum two.,,https://a0.muscache.com/pictures/cb6086cb-4522-45e5-9bb8-3c4047c0fd42.jpg,402370216,https://www.airbnb.com/users/show/402370216,W Rodrigo,2021-05-19,,,within a day,68%,49%,f,https://a0.muscache.com/im/pictures/user/788ec4b3-9338-4e43-a181-f884d0b4f109.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/788ec4b3-9338-4e43-a181-f884d0b4f109.jpg?aki_policy=profile_x_medium,,6.0,6.0,"['email', 'phone']",t,t,,Embajadores,Centro,40.40685,-3.70393,Private room in rental unit,Private room,2,1.0,1 shared bath,4.0,4.0,"[""Wifi"", ""Smoking allowed"", ""Shampoo"", ""Cooking basics"", ""Washer"", ""Body soap"", ""Hot water"", ""Kitchen"", ""Bed linens""]",$21.00,25,365,25,25,365,365,25.0,365.0,,t,6,36,66,341,2024-09-11,10,3,0,2021-07-11,2024-01-31,4.6,4.7,4.5,4.8,4.6,5.0,4.6,,f,6,0,6,0,0.26
264,760634214997391770,https://www.airbnb.com/rooms/760634214997391770,20240911015516,2024-09-11,city scrape,Precioso y muy luminoso apartamento en Madrid,"Giant 120m apartment 10 minutes walk from Atocha station, Prado Museum and Reina Sofia and 15 minutes from Lavapies. You can stroll downtown but sleep in a quieter neighborhood. <br />Very bright house, it has two bedrooms ( with beds on the floor, we like to sleep like the Japanese : ) and two bathrooms.  The living room is huge, with a table for 6 and a separate space to work. There is a couch for 4 people. The kitchen has an oven and everything you might need.",,https://a0.muscache.com/pictures/miso/Hosting-760634214997391770/original/8d04e29f-a930-4115-9975-5e2d248795a7.png,9784188,https://www.airbnb.com/users/show/9784188,Michele,2013-11-03,"Madrid, Spain","I'm 33, I'm italian and I live in Madrid from 8 years ago.
I work as a software developer and teaching documentary photography.

",within a day,63%,25%,f,https://a0.muscache.com/im/users/9784188/profile_pic/1432753818/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/9784188/profile_pic/1432753818/original.jpg?aki_policy=profile_x_medium,,1.0,2.0,"['email', 'phone']",t,t,,Pacífico,Retiro,40.40484,-3.6764,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,3.0,"[""Wifi"", ""Washer"", ""Kitchen"", ""Dedicated workspace""]",$120.00,3,365,3,3,365,365,3.0,365.0,,t,5,20,50,321,2024-09-11,4,3,0,2022-12-30,2024-07-24,4.75,5.0,4.5,4.75,5.0,5.0,5.0,,f,1,1,0,0,0.19
294,30554998,https://www.airbnb.com/rooms/30554998,20240911015516,2024-09-11,previous scrape,Habitación cerca del estadio Santiago Bernabéu,,,https://a0.muscache.com/pictures/a00546c0-8f59-4834-a463-26b4a513a85f.jpg,63191466,https://www.airbnb.com/users/show/63191466,Rodrigo,2016-03-16,"Madrid, Spain","4º Curso Economía en la Universidad Autónoma de Madrid. 
",within a day,90%,69%,f,https://a0.muscache.com/im/pictures/user/User-63191466/original/10ca568d-7287-4be8-ac7b-3768a215d365.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-63191466/original/10ca568d-7287-4be8-ac7b-3768a215d365.jpeg?aki_policy=profile_x_medium,,3.0,4.0,"['email', 'phone']",t,t,,Rios Rosas,Chamberí,40.44405,-3.69996,Private room in rental unit,Private room,1,,1 bath,,,"[""Heating"", ""Hot water"", ""Wifi"", ""TV"", ""Washer"", ""Essentials"", ""Host greets you"", ""Iron"", ""Kitchen""]",,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2024-09-11,0,0,0,,,,,,,,,,,t,3,1,2,0,
333,1174685289295549129,https://www.airbnb.com/rooms/1174685289295549129,20240911015516,2024-09-11,city scrape,Habitación Exterior Embajadores,"Thanks to the central location of this home, you and yours will have everything at your fingertips. <br />Share house with 3 girls who have been living on the apartment for a few months. There is really a great atmosphere.",,https://a0.muscache.com/pictures/miso/Hosting-1174685289295549129/original/28707918-3dd4-4554-a452-3e79f2e075d6.jpeg,83430142,https://www.airbnb.com/users/show/83430142,Alberto,2016-07-13,"Madrid, Spain","pues hemos coincidido los tres hermanos en la vieja fábrica que compró nuestro abuelo por un tiempo y no hemos propuesto alquilar la zona alta para que disfruten y más aún hablando los tres inglés ya que crecimos dos años en la bahía de San Francisco, California",within a day,82%,84%,t,https://a0.muscache.com/im/pictures/user/b1f8fe42-0168-4dda-ac7f-bf04ec5022e8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b1f8fe42-0168-4dda-ac7f-bf04ec5022e8.jpg?aki_policy=profile_x_medium,,4.0,4.0,"['email', 'phone']",t,t,,Acacias,Arganzuela,40.4022963,-3.7014448,Private room in condo,Private room,2,1.0,1 shared bath,1.0,2.0,"[""Air conditioning"", ""Wifi"", ""Piano"", ""Hangers"", ""TV"", ""Washer"", ""Essentials"", ""Kitchen"", ""Bed linens"", ""Dedicated workspace""]",$36.00,5,1125,1,5,1125,1125,5.0,1125.0,,t,2,8,8,141,2024-09-11,6,6,1,2024-06-24,2024-08-24,4.83,4.83,4.67,4.83,5.0,5.0,4.83,,f,4,1,3,0,2.25
342,8469941,https://www.airbnb.com/rooms/8469941,20240911015516,2024-09-11,city scrape,Apartamento amplio y luminoso,"Quiet, spacious, bright and fully-equipped apartment. Located on Goya Street (next to Palacio de los Deportes) and with excellent connections (O'Donnell, Goya and airport bus).","The apartment is located at the end of the iconic Goya Street, well known for its wide commercial offer. Although the area is quite quiet, there are numerous restaurants and bars in the vicinity, as well as many shops just a few minutes away.<br />If you want to cook at home there are also several shops, markets, and supermarkets nearby.",https://a0.muscache.com/pictures/d55820e0-d355-443c-b1ae-3c68e3983c4f.jpg,44604616,https://www.airbnb.com/users/show/44604616,Miguel,2015-09-19,"Berlin, Germany","I am a researcher working at the Albert Einstein Institute in Potsdam. My work explores the connections between gravity, the evolution of the Universe and fundamental questions in physics.

In my spare time I love to cook, read and meet with friends.",within a day,100%,100%,t,https://a0.muscache.com/im/pictures/user/58f460e8-3717-40c3-8a9b-8c95657ab1d6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/58f460e8-3717-40c3-8a9b-8c95657ab1d6.jpg?aki_policy=profile_x_medium,Goya,1.0,1.0,"['email', 'phone', 'work_email']",t,t,"Madrid, Comunidad de Madrid, Spain",Goya,Salamanca,40.42467,-3.67037,Entire condo,Entire home/apt,4,2.0,2 baths,2.0,3.0,"[""Dining table"", ""Siemens oven"", ""Hair dryer"", ""Extra pillows and blankets"", ""Toaster"", ""Baking sheet"", ""Fast wifi \u2013 60 Mbps"", ""Siemens induction stove"", ""Wine glasses"", ""Shower gel"", ""Cleaning products"", ""Kitchen"", ""Single level home"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Dishwasher"", ""Private patio or balcony"", ""Ceiling fan"", ""Hangers"", ""Cooking basics"", ""Microwave"", ""Central heating"", ""Coffee maker: espresso machine"", ""Crib - available upon request"", ""Refrigerator"", ""Dishes and silverware"", ""Board games"", ""Free washer \u2013 In unit"", ""Shampoo"", ""Portable fans"", ""Essentials"", ""Standalone high chair - available upon request"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""41 inch TV with Chromecast"", ""Paid parking garage off premises"", ""Books and reading material"", ""Record player"", ""Drying rack for clothing"", ""Clothing storage: walk-in closet and wardrobe"", ""Bathtub"", ""Luggage dropoff allowed"", ""Body soap"", ""Elevator"", ""Iron"", ""Freezer""]",$533.00,5,1125,5,5,1125,1125,5.0,1125.0,,t,0,0,14,14,2024-09-11,138,29,2,2015-12-01,2024-09-05,4.96,4.97,4.89,4.93,4.96,4.93,4.93,,f,1,1,0,0,1.29
379,23728656,https://www.airbnb.com/rooms/23728656,20240911015516,2024-09-11,previous scrape,Habitación privada. Baño compartido,"Beautiful, cozy apartment with private room with closet and bed 160x200cm and shared bathroom.<br /><br />Gas stove, washing machine, and basic amenities",,https://a0.muscache.com/pictures/23a3baf1-4f71-49d3-a408-22b1ad22b395.jpg,177883300,https://www.airbnb.com/users/show/177883300,M,2018-03-11,"Madrid, Spain","Soy personal sanitario.
Joven sudamericana.
Tranquila y amable.
",within a day,50%,50%,f,https://a0.muscache.com/im/pictures/user/773e4636-ae65-46c0-8a6c-3dba504dc485.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/773e4636-ae65-46c0-8a6c-3dba504dc485.jpg?aki_policy=profile_x_medium,,1.0,4.0,"['email', 'phone']",t,t,,Casco Histórico de Vallecas,Villa de Vallecas,40.37335,-3.61917,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Pets allowed"", ""Wifi"", ""Shampoo"", ""TV with standard cable"", ""Washer"", ""First aid kit"", ""Essentials"", ""Kitchen""]",,1,15,1,1,15,15,1.0,15.0,,t,0,0,0,0,2024-09-11,2,1,0,2019-09-27,2023-09-29,4.5,5.0,3.5,4.0,4.5,4.5,4.5,,f,1,0,1,0,0.03
388,1181198954797737508,https://www.airbnb.com/rooms/1181198954797737508,20240911015516,2024-09-11,previous scrape,Cosy stay in Madrid,"Homy flat for a home-away-from-home feeling in hectic Madrid. Stay steps from Madrid Río, the newly revamped park that brings nature to our doorway. Enjoy the pleasure of fantastic green areas and “playa de Madrid” while being stops away from La Latina, Museo Reina Sofía, Palacio Real and Gran Vía. The flat is located steps from metro Marqués de Vadillo, the “entrance” of the bohemian and lively Carabanchel neighbourhood. Dive into real Madrid and take advantage of this eclectic quarter.",,https://a0.muscache.com/pictures/miso/Hosting-1181198954797737508/original/e14dc12e-4ce5-4f2c-b07a-a7f0413d4357.jpeg,84563391,https://www.airbnb.com/users/show/84563391,Sergio,2016-07-18,"Madrid, Spain",,within a day,100%,40%,f,https://a0.muscache.com/im/pictures/user/User-84563391/original/1bef4a03-c480-477f-9370-2b2986542eaf.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-84563391/original/1bef4a03-c480-477f-9370-2b2986542eaf.jpeg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,,Comillas,Carabanchel,40.39450642709295,-3.71539825673788,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,"[""Self check-in"", ""Wifi"", ""TV"", ""Washer"", ""Lockbox"", ""Kitchen"", ""Dedicated workspace""]",,3,365,3,3,365,365,3.0,365.0,,t,0,0,0,0,2024-09-11,2,2,0,2024-07-14,2024-08-11,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,f,1,1,0,0,1.0
408,1211713279658357518,https://www.airbnb.com/rooms/1211713279658357518,20240911015516,2024-09-11,previous scrape,Habitación cerca a Gran Vía,"A private room in a newly renovated premiere apartment, located 5min walk from Gran Vía and Plaza Callao, close to metro stops and buses. <br /><br />You will have a 1.20cm double bed, night table, mirror, lamp and drawer. In addition to linens and towel.<br /><br />The room overlooks an interior patio and is ideal for a single person.",,https://a0.muscache.com/pictures/hosting/Hosting-1211713279658357518/original/e4195c30-bc6b-45c6-af3c-8229427e27fa.jpeg,161019987,https://www.airbnb.com/users/show/161019987,David,2017-12-02,"Madrid, Spain",,within a day,100%,57%,f,https://a0.muscache.com/im/pictures/user/39b005cd-0087-47a5-8f1d-2632bcff0d3b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/39b005cd-0087-47a5-8f1d-2632bcff0d3b.jpg?aki_policy=profile_x_medium,,4.0,4.0,"['email', 'phone']",t,t,,Universidad,Centro,40.4230188,-3.7062103,Private room in rental unit,Private room,1,,1.5 baths,,,"[""Wifi"", ""Washer"", ""Kitchen"", ""Paid parking on premises""]",,2,5,2,2,5,5,2.0,5.0,,t,0,0,0,0,2024-09-11,0,0,0,,,,,,,,,,,f,2,0,2,0,
440,937514577867737689,https://www.airbnb.com/rooms/937514577867737689,20240911015516,2024-09-11,city scrape,"Homeclub Living | Mini-Cinema, Garden & Coworking","This apartment is situated within Living Colomer, a sustainable residential building that provides a new way of life. Your home, your workspace, and your community will all be here thanks to the many common areas. At the entrance, you can get a coffee or snack any time of day thanks to the professional coffee machine and Smart Fridge. Besides this space is the lounge which has been designed with your comfort in mind and features sofas and tables.",,https://a0.muscache.com/pictures/prohost-api/Hosting-937514577867737689/original/7c40bdb7-3a1c-4902-aed3-e66d001299d8.jpeg,438136382,https://www.airbnb.com/users/show/438136382,Home Club,2021-12-30,"Madrid, Spain","At Home Club, all of our properties have been hand selected to ensure they meet our high standards for stylish interior design, state-of-the-art appliances, and premium amenities. Our team has thought of all the details when it comes to our homes, when you move in you’ll find everything from kitchenware to toiletries. Every reservation with us also includes 24/7 customer service so you can rest easy knowing our team is always available to help you. From the moment you call our reservations team, you will receive personalized care, including being either personally greeted by a Home Club team member or given comprehensive self-check-in instructions. Contact us today to reserve your move-in-ready home in the best neighborhoods of Spain. ",within a day,54%,46%,f,https://a0.muscache.com/im/pictures/user/70a3fe38-1c61-4d7a-9842-06853769231a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/70a3fe38-1c61-4d7a-9842-06853769231a.jpg?aki_policy=profile_x_medium,,272.0,339.0,"['email', 'phone']",t,t,,Guindalera,Salamanca,40.43339,-3.66356,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Air conditioning"", ""Heating"", ""Dishwasher"", ""Pets allowed"", ""Washer"", ""TV with standard cable"", ""Bed linens""]",$105.00,30,365,30,30,365,365,30.0,365.0,,t,0,0,0,69,2024-09-11,0,0,0,,,,,,,,,,,f,193,193,0,0,
457,937515055048931707,https://www.airbnb.com/rooms/937515055048931707,20240911015516,2024-09-11,city scrape,Colomer II,"This ground floor apartment is situated within Living Colomer, a sustainable residential building that provides a new way of life. Your home, your workspace, and your community will all be here thanks to the many common areas. At the entrance, you can get a coffee or snack any time of day thanks to the professional coffee machine and Smart Fridge. Besides this space is the lounge which has been designed with your comfort in mind and features sofas and tables.",,https://a0.muscache.com/pictures/prohost-api/Hosting-937515055048931707/original/3f350aaf-d53f-4391-9c9a-616016cd0a76.jpeg,438136382,https://www.airbnb.com/users/show/438136382,Home Club,2021-12-30,"Madrid, Spain","At Home Club, all of our properties have been hand selected to ensure they meet our high standards for stylish interior design, state-of-the-art appliances, and premium amenities. Our team has thought of all the details when it comes to our homes, when you move in you’ll find everything from kitchenware to toiletries. Every reservation with us also includes 24/7 customer service so you can rest easy knowing our team is always available to help you. From the moment you call our reservations team, you will receive personalized care, including being either personally greeted by a Home Club team member or given comprehensive self-check-in instructions. Contact us today to reserve your move-in-ready home in the best neighborhoods of Spain. ",within a day,54%,46%,f,https://a0.muscache.com/im/pictures/user/70a3fe38-1c61-4d7a-9842-06853769231a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/70a3fe38-1c61-4d7a-9842-06853769231a.jpg?aki_policy=profile_x_medium,,272.0,339.0,"['email', 'phone']",t,t,,Guindalera,Salamanca,40.4355,-3.66515,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Air conditioning"", ""Heating"", ""Dishwasher"", ""Washer"", ""TV with standard cable"", ""Elevator"", ""Iron"", ""Bed linens""]",$93.00,1,365,30,30,365,365,30.0,365.0,,t,0,0,0,129,2024-09-11,0,0,0,,,,,,,,,,,f,193,193,0,0,
461,1021678444225947390,https://www.airbnb.com/rooms/1021678444225947390,20240911015516,2024-09-11,city scrape,Pacifico - 3 Bedrooms Duplex with Pool,"The apartment has two levels in which on the first level there is a spacious living room, kitchen and hall. On the second level there are 3 bedrooms, two of them with double beds and one with a single bed and 2 complete bathrooms.<br />Stay in this beautiful apartment fully furnished and equipped, with high speed internet, 24/7 guest assistance and weekly cleaning, the building has a communal pool and chill out area.",,https://a0.muscache.com/pictures/miso/Hosting-1021678444225947390/original/55e65275-1d53-4df3-bd07-59b92f154553.jpeg,3775349,https://www.airbnb.com/users/show/3775349,Caterina,2012-10-06,"Barcelona, Spain","We manage wonderful furnished and fully equipped apartments. We offer a professional service, providing the best customer care to make the most of your corporate stay or for your vacation.

Our Serviced Apartments in Barcelona are located in the main neighborhoods, near the sea side, city center, finantial district and much more. 

You can contact us at any time to help you find the best option for your stay. ",within a day,70%,24%,f,https://a0.muscache.com/im/pictures/user/User-3775349/original/87d28504-8319-4d04-b87a-003ed434fc61.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-3775349/original/87d28504-8319-4d04-b87a-003ed434fc61.jpeg?aki_policy=profile_x_medium,El Gòtic,109.0,155.0,"['email', 'phone']",t,t,,Adelfas,Retiro,40.40126,-3.67339,Entire rental unit,Entire home/apt,5,2.0,2 baths,3.0,3.0,"[""Hair dryer"", ""Pets allowed"", ""Toaster"", ""Freezer"", ""Housekeeping - included with your stay"", ""TV"", ""Wine glasses"", ""Hot water kettle"", ""Kitchen"", ""Clothing storage"", ""Shared outdoor pool - available seasonally, open specific hours"", ""Dishwasher"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Paid parking garage on premises \u2013 5 spaces"", ""Microwave"", ""Stove"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""Heating - split type ductless system"", ""Shampoo"", ""Washer"", ""Essentials"", ""Hot water"", ""Bed linens"", ""Coffee maker"", ""Oven"", ""Bathtub"", ""Body soap"", ""Elevator"", ""Iron"", ""Dedicated workspace""]",$135.00,1,365,60,60,99,99,60.0,99.0,,t,7,7,17,197,2024-09-11,2,2,0,2024-06-15,2024-06-28,5.0,5.0,5.0,5.0,5.0,5.0,4.5,,t,25,25,0,0,0.67
